School Name,Latitude,Longitude,Address,Phone,Programs,Data Programs,school_id,Data Grades,URL,School Name,Email,"Grade, Enrollment, Admin Info",Programs Info,Tabbed Panel Content,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total Enrollment,Notices,School Text,Grades Offered,Ward,Area,Total Enrollment (Admin),School Principal,Trustee,Education Director
John G. Diefenbaker High School,51.1131167,-114.0691643,"6620 4 St NW Calgary, AB T2K 1C2",403-274-2240,"Regular (10-12) (Grades: ,10,11,12,), International Baccalaureate (IB) (10-12) (Grades: ,10,11,12,)",",1,12,",182,",10,11,12,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=182,John G. Diefenbaker High School,johngdiefenbaker@cbe.ab.ca,GRADES10-12WARD4AREA2TOTAL ENROLLMENT (As of Sept. 30)1408SCHOOL PRINCIPALJason ArrellTRUSTEELaura HackEDUCATION DIRECTORTori Healing,PROGRAMSRegularInternational Baccalaureate (IB),"Dec. 1, 2022 | New High School Opening in North CalgaryDec. 1, 2022 | Reminder: Important Changes to the Regular Program Student Population at John G. Diefenbaker High School | Grade 10444Grade 11342Grade 12622 | As a learning community, we promote excellence, provide extensive learning choices, and value diversity.  We believe students have the right to access an education that prepares them for post-secondary, the global economy and opportunities to become productive caring citizens who pursue their desired futures.Key Elements for Student Success:• Valued relationships among students, staff, parents and community partnerships that fosters a safeand caring learning environment• A focus on excellence, collaboration, creative thinking and life-long learning• Integration of digital technologies for learning• Comprehensive co-curricular and extra-curricular programs• Instruction and pathways that recognizes the diversity of student needs or interests such as:- International Baccalaureate Program (IB)- International Student Program / English Language Learning Levels 2-5- Language Learning (French, Spanish, etc.)- Science Centred Learning focusing on STEAM (AI, Robotics, Design, etc.)- Pathways to Kinesiology, Athletics and Sport Science- Fine and Performing Arts Certificate- Business, Commerce and Entrepreneurship- Work Experience",0,0,0,0,0,0,0,0,0,0,444,342,622,1408,"Dec. 1, 2022 | New High School Opening in North CalgaryDec. 1, 2022 | Reminder: Important Changes to the Regular Program Student Population at John G. Diefenbaker High School | Grade 10444Grade 11342Grade 12622 | As a learning community, we promote excellence, provide extensive learning choices, and value diversity.  We believe students have the right to access an education that prepares them for post-secondary, the global economy and opportunities to become productive caring citizens who pursue their desired futures.Key Elements for Student Success:• Valued relationships among students, staff, parents and community partnerships that fosters a safeand caring learning environment• A focus on excellence, collaboration, creative thinking and life-long learning• Integration of digital technologies for learning• Comprehensive co-curricular and extra-curricular programs• Instruction and pathways that recognizes the diversity of student needs or interests such as:- International Baccalaureate Program (IB)- International Student Program / English Language Learning Levels 2-5- Language Learning (French, Spanish, etc.)- Science Centred Learning focusing on STEAM (AI, Robotics, Design, etc.)- Pathways to Kinesiology, Athletics and Sport Science- Fine and Performing Arts Certificate- Business, Commerce and Entrepreneurship- Work Experience",,10-12,4,2,1408,Jason Arrell,Laura Hack,Tori Healing
Alternative High School,51.0095682,-114.1099045,"5003 20 St SW Calgary, AB T2T 5A5",403-777-7730,"Alternative High School (10-12) (Grades: ,10,11,12,)",",28,",183,",10,11,12,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=183,Alternative High School,alternative@cbe.ab.ca,GRADES10-12WARD8AREA6TOTAL ENROLLMENT (As of Sept. 30)135SCHOOL PRINCIPALTracy DaltonTRUSTEESusan VukadinovicEDUCATION DIRECTORMichelle Howell,PROGRAMSAlternative High School," | Grade 1036Grade 1147Grade 1252 | - Teachers and students are equals and are on a first-name basis.- Alternative High School is a democratic community. Once a week students and teachers hold a democratic meeting to determine the non-academic workings of the school. This meeting provides a forum for the school community to solve problems, air concerns, determine the nature of the agreements and negotiate use of funds.- Students have the freedom to learn in a personalized manner. Instruction is conducted in small groups or individual tutorials. Independent learning and personal projects are encouraged.- Students have the opportunity to pursue personal interests and passions on Focus Fridays where teachers provide a multitude of learning and credit opportunities to students.- Alternative High School requires that prospective students fill in an application form and be interviewed. Once accepted, students must pass an apprenticeship to obtain full student status.- Alternative High School has a mentor system in which each teacher is responsible for monitoring the progress and well-being of mentor group students.",0,,0,0,0,0,0,0,0,0,252,0,0,435,,"- Teachers and students are equals and are on a first-name basis.- Alternative High School is a democratic community. Once a week students and teachers hold a democratic meeting to determine the non-academic workings of the school. This meeting provides a forum for the school community to solve problems, air concerns, determine the nature of the agreements and negotiate use of funds.- Students have the freedom to learn in a personalized manner. Instruction is conducted in small groups or individual tutorials. Independent learning and personal projects are encouraged.- Students have the opportunity to pursue personal interests and passions on Focus Fridays where teachers provide a multitude of learning and credit opportunities to students.- Alternative High School requires that prospective students fill in an application form and be interviewed. Once accepted, students must pass an apprenticeship to obtain full student status.- Alternative High School has a mentor system in which each teacher is responsible for monitoring the progress and well-being of mentor group students.",10-12,8,6,135,Tracy Dalton,Susan Vukadinovic,Michelle Howell
Lester B. Pearson High School,51.0766636,-113.957065,"3020 52 St NE Calgary, AB T1Y 5P4",403-280-6565,"Regular (10-12) (Grades: ,10,11,12,), International Baccalaureate (IB) (10-12) (Grades: ,10,11,12,), International Baccalaureate (Career) (10-12) (Grades: ,10,11,12,)",",1,12,34,",184,",10,11,12,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=184,Lester B. Pearson High School,lesterbpearson@cbe.ab.ca,GRADES10-12WARD10AREA4TOTAL ENROLLMENT (As of Sept. 30)1620SCHOOL PRINCIPALKenneth CheeTRUSTEEMarilyn DennisEDUCATION DIRECTORLori Cooper,PROGRAMSRegularInternational Baccalaureate (IB)International Baccalaureate (Career)," | Grade 10573Grade 11487Grade 12560 | -Technology plays a vital role in teaching and learning at Pearson. Our learners demonstrate effective technology integration by the seamless use of our 350 workstation network and other learning technologies, and by making appropriate technology choices in their teaching and learning activities.-The school's organizational structure and its teaching and learning strategies enable our students to make wise choices as they assume ownership for their own learning.-Enrolment in the French Immersion Program will result in the achievement of a bilingual certificate along with the completion of a high school diploma. A focus will be placed on oral skill development. As well, students will be encouraged to enjoy French language activities and events outside of the school, such as bilingual debates, travel opportunities and French cultural events. **English Language Arts will be presented as a separate course.**-Some students may wish to enrol in a ""hybrid"" Immersion and International Baccalaureate program.-International Baccalaureate Program.",0,0,0,0,0,0,0,0,0,0,573,487,560,1620,,"-Technology plays a vital role in teaching and learning at Pearson. Our learners demonstrate effective technology integration by the seamless use of our 350 workstation network and other learning technologies, and by making appropriate technology choices in their teaching and learning activities.-The school's organizational structure and its teaching and learning strategies enable our students to make wise choices as they assume ownership for their own learning.-Enrolment in the French Immersion Program will result in the achievement of a bilingual certificate along with the completion of a high school diploma. A focus will be placed on oral skill development. As well, students will be encouraged to enjoy French language activities and events outside of the school, such as bilingual debates, travel opportunities and French cultural events. **English Language Arts will be presented as a separate course.**-Some students may wish to enrol in a ""hybrid"" Immersion and International Baccalaureate program.-International Baccalaureate Program.",10-12,10,4,1620,Kenneth Chee,Marilyn Dennis,Lori Cooper
Discovering Choices - CACY,51.0429303,-114.0566154,"206 315 10 Ave SE Calgary, AB T2G 0W2",403-268-3265,"Outreach (10-12) (Grades: ,10,11,12,)",",7,",185,",10,11,12,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=185,Discovering Choices - CACY,discoveringchoices@cbe.ab.ca,GRADES10-12WARD8AREA1TOTAL ENROLLMENT (As of Sept. 30)483SCHOOL PRINCIPALPatrick TomczykTRUSTEESusan VukadinovicEDUCATION DIRECTORAubrey Fletcher,PROGRAMSOutreach," | Grade 102Grade 1148Grade 12433 | Outreach Programs are community-based high schools for young people who, due to particular personal and/or family situations, experience obstacles in their educational pursuits. In the academic stream, youth embark on self-directed, personalized learning.All programs are partners with the Calgary Health Region Comprehensive School Health Project. The school also operates in alliance with other organizations to complement / supplement a holistic approach in supporting young people who face life’s numerous challenges.",0,,0,0,0,0,0,0,0,0,148,0,433,583,,"Outreach Programs are community-based high schools for young people who, due to particular personal and/or family situations, experience obstacles in their educational pursuits. In the academic stream, youth embark on self-directed, personalized learning.All programs are partners with the Calgary Health Region Comprehensive School Health Project. The school also operates in alliance with other organizations to complement / supplement a holistic approach in supporting young people who face life’s numerous challenges.",10-12,8,1,483,Patrick Tomczyk,Susan Vukadinovic,Aubrey Fletcher
MidSun School,50.9018463,-114.0309665,"660 Sunmills Dr SE Calgary, AB T2X 3R5",403-777-6430,"Regular (7-9) (Grades: ,7,8,9,)",",1,",186,",7,8,9,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=186,MidSun School,midsun@cbe.ab.ca,GRADES7-9WARD14AREA5TOTAL ENROLLMENT (As of Sept. 30)639SCHOOL PRINCIPALCharlene KushnirukTRUSTEECharlene MayEDUCATION DIRECTORAnn Ard,PROGRAMSRegular," | Grade 62Grade 7205Grade 8208Grade 9224 | - Our building is designed with three distinct learning communities, one for each grade- We have excellent athletic facilities and are able to offer a daily physical education- Full slate of athletic teams- Many school clubs- The school is networked on a PC platform - a ""Windows"" environment- Students have up to 4 complementary/option courses, 2 each term",0,,0,0,0,0,2,205,208,224,0,0,0,639,,"- Our building is designed with three distinct learning communities, one for each grade- We have excellent athletic facilities and are able to offer a daily physical education- Full slate of athletic teams- Many school clubs- The school is networked on a PC platform - a ""Windows"" environment- Students have up to 4 complementary/option courses, 2 each term",7-9,14,5,639,Charlene Kushniruk,Charlene May,Ann Ard
The Hamptons School,51.143444,-114.1485251,"10330 Hamptons Blvd NW Calgary, AB T3A 6G2",403-777-7300,"Regular (K-4) (Grades: ,0,1,2,3,4,)",",1,",187,",0,1,2,3,4,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=187,The Hamptons School,Hamptons@cbe.ab.ca,GRADESK-4WARD2AREA1TOTAL ENROLLMENT (As of Sept. 30)177SCHOOL PRINCIPALDeborah BradburyTRUSTEEEDUCATION DIRECTORAubrey Fletcher,PROGRAMSRegular,"Jan. 16, 2024 | Update on Overflow Designation for Tom Baines School | Kindergarten19Grade 134Grade 242Grade 338Grade 444 | - Our mascot, The Hamptons Husky, symbolizes our commitment to teamwork.- The parent community continues to be a very involved and supportive part of the school.- Our strong academic focus is enhanced by a varied extra-curricular program.- Our school integrates technology in learning through use of a wide variety of tools and projects.- Our well-defined discipline policy and cycle adds to the safe and productive environment at the school.- We work with our learning community for optimum student development in academics, personal and inter-personal skills.- Strong fine arts programs involve Artist in Residence programs, excellent assembly performances and concerts, and high calibre art, drama, dance and music education.- There is a lunch program available for our bussed and non-bussed students.",19,34,42,38,44,0,0,0,0,0,0,0,0,177,"Jan. 16, 2024 | Update on Overflow Designation for Tom Baines School | Kindergarten19Grade 134Grade 242Grade 338Grade 444 | - Our mascot, The Hamptons Husky, symbolizes our commitment to teamwork.- The parent community continues to be a very involved and supportive part of the school.- Our strong academic focus is enhanced by a varied extra-curricular program.- Our school integrates technology in learning through use of a wide variety of tools and projects.- Our well-defined discipline policy and cycle adds to the safe and productive environment at the school.- We work with our learning community for optimum student development in academics, personal and inter-personal skills.- Strong fine arts programs involve Artist in Residence programs, excellent assembly performances and concerts, and high calibre art, drama, dance and music education.- There is a lunch program available for our bussed and non-bussed students.",,K-4,2,1,177,Deborah Bradbury,,Aubrey Fletcher
Crossing Park School,51.1149523,-113.967296,"500 Martindale Blvd NE Calgary, AB T3J 4W8",403-777-7195,"Regular (K-6) (Grades: ,0,1,2,3,4,5,6,), Regular (7-9) (Grades: ,7,8,9,)",",1,1,",188,",0,1,2,3,4,5,6,7,8,9,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=188,Crossing Park School,crossingpark@cbe.ab.ca,GRADESK-9WARD5AREA4TOTAL ENROLLMENT (As of Sept. 30)1106SCHOOL PRINCIPALAndrew BewsTRUSTEEMarilyn DennisEDUCATION DIRECTORLisa Nachtigal,PROGRAMSRegularRegular,"Nov. 10, 2022 | Notice Re: Overflow Designation for Grade 10-12 Students Residing in Martindale, Saddle Ridge, TaradaleOct. 28, 2022 | Notice Regarding School Designation for Grade 7 to 9 Students Residing in MartindaleFeb. 6, 2018 | Grade Expansion at Manmeet Singh Bhullar School | Kindergarten54Grade 178Grade 2104Grade 364Grade 4112Grade 587Grade 6118Grade 7119Grade 8184Grade 9186 | - Student Support Team provides integrated services including identification and support for complex needs and ELL students.- Fine arts programming delivered by music, drama and dance specialists.- Daily physical education.- A professional learning community committed to the academic, social and emotional growth of every learner and focuses on literacy, numeracy and assessment.- Rich and varied extracurricular program that includes musical theatre, drama productions, percussion, choir, intramurals and interschool athletics.- Diversity is acknowledged and celebrated to promote a culture of understanding and respect.- Promoting and encouraging student leadership is the cornerstone of our school culture.- A strong and supportive school council.",54,78,104,64,112,87,118,119,184,186,0,0,0,1106,"Nov. 10, 2022 | Notice Re: Overflow Designation for Grade 10-12 Students Residing in Martindale, Saddle Ridge, TaradaleOct. 28, 2022 | Notice Regarding School Designation for Grade 7 to 9 Students Residing in MartindaleFeb. 6, 2018 | Grade Expansion at Manmeet Singh Bhullar School | Kindergarten54Grade 178Grade 2104Grade 364Grade 4112Grade 587Grade 6118Grade 7119Grade 8184Grade 9186 | - Student Support Team provides integrated services including identification and support for complex needs and ELL students.- Fine arts programming delivered by music, drama and dance specialists.- Daily physical education.- A professional learning community committed to the academic, social and emotional growth of every learner and focuses on literacy, numeracy and assessment.- Rich and varied extracurricular program that includes musical theatre, drama productions, percussion, choir, intramurals and interschool athletics.- Diversity is acknowledged and celebrated to promote a culture of understanding and respect.- Promoting and encouraging student leadership is the cornerstone of our school culture.- A strong and supportive school council.",,K-9,5,4,1106,Andrew Bews,Marilyn Dennis,Lisa Nachtigal
Hidden Valley School,51.1502847,-114.1196213,"10959 Hidden Valley Dr NW Calgary, AB T3A 6J2",403-777-7236,"Regular (K-4) (Grades: ,0,1,2,3,4,), Early French Immersion (K-4) (Grades: ,0,1,2,3,4,)",",1,3,",189,",0,1,2,3,4,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=189,Hidden Valley School,HiddenValley@cbe.ab.ca,GRADESK-4WARD3AREA3TOTAL ENROLLMENT (As of Sept. 30)433SCHOOL PRINCIPALMichelle ChastkoTRUSTEELaura HackEDUCATION DIRECTORMelody Pelling,PROGRAMSRegularEarly French Immersion,"Oct. 24, 2023 | Notice Regarding Changes at Hidden Valley School and Valley Creek SchoolJune 14, 2023 | SSAP Hidden Valley School - Balance K to 9 EnrolmentJune 22, 2022 | Notice Regarding School Designation for Students Residing in Ambleton and 02L | Kindergarten87Grade 1114Grade 2118Grade 3114Grade 40 | - Dual track school, English K-3, French K-3- Library includes a media centre- Technology is located within the classrooms- Smartboards are used across the school, and located in every classroom- Morning and afternoon kindergarten available in both French and English",87,114,118,114,0,0,0,0,0,0,0,0,0,433,"Oct. 24, 2023 | Notice Regarding Changes at Hidden Valley School and Valley Creek SchoolJune 14, 2023 | SSAP Hidden Valley School - Balance K to 9 EnrolmentJune 22, 2022 | Notice Regarding School Designation for Students Residing in Ambleton and 02L | Kindergarten87Grade 1114Grade 2118Grade 3114Grade 40 | - Dual track school, English K-3, French K-3- Library includes a media centre- Technology is located within the classrooms- Smartboards are used across the school, and located in every classroom- Morning and afternoon kindergarten available in both French and English",,K-4,3,3,433,Michelle Chastko,Laura Hack,Melody Pelling
Monterey Park School,51.0775782,-113.9305091,"7400 California Blvd NE Calgary, AB T1Y 6R2",403-777-7233,"Regular (K-6) (Grades: ,0,1,2,3,4,5,6,)",",1,",190,",0,1,2,3,4,5,6,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=190,Monterey Park School,MontereyPark@cbe.ab.ca,GRADESK-6WARD10AREA4TOTAL ENROLLMENT (As of Sept. 30)528SCHOOL PRINCIPALKelly ChristopherTRUSTEEMarilyn DennisEDUCATION DIRECTORLori Cooper,PROGRAMSRegular,"Feb. 13, 2024 | Update to Overflow Designation for New Grade 6 Skyview Ranch StudentsJan. 31, 2024 | Update to Overflow School Designation for Grade 7 to Grade 9 Regular Program Students Residing in Skyview RanchOct. 31, 2023 | Update to Overflow Designation for Kindergarten to Grade 6 Students Residing in Skyview RanchMay 30, 2023 | Overflow Designation for Kindergarten to Grade 9 Students Residing in Skyview RanchMay 15, 2023 | Overflow Designation for Kindergarten to Grade 9 Students Residing in Skyview RanchNov. 4, 2022 | Monterey Park SSAP Letter 2022-25 New SchoolApr. 27, 2022 | Notice Regarding New School Opening in Skyview Ranch | Kindergarten96Grade 176Grade 270Grade 362Grade 479Grade 577Grade 668 | - Children living in Monterey Park, and living outside the 2.4 kilometer walk zone of the school, are provided with bus service.- We are a fine arts orientated school serving students in the Monterey Park area from Kindergarten to Grade 6.- Our creative approaches to technology and literacy celebrate learning.- In addition to the Alberta Education Curriculum all students participate in drama, music, dance and the visual arts throughout the year.",96,76,70,62,79,77,68,0,0,0,0,0,0,528,"Feb. 13, 2024 | Update to Overflow Designation for New Grade 6 Skyview Ranch StudentsJan. 31, 2024 | Update to Overflow School Designation for Grade 7 to Grade 9 Regular Program Students Residing in Skyview RanchOct. 31, 2023 | Update to Overflow Designation for Kindergarten to Grade 6 Students Residing in Skyview RanchMay 30, 2023 | Overflow Designation for Kindergarten to Grade 9 Students Residing in Skyview RanchMay 15, 2023 | Overflow Designation for Kindergarten to Grade 9 Students Residing in Skyview RanchNov. 4, 2022 | Monterey Park SSAP Letter 2022-25 New SchoolApr. 27, 2022 | Notice Regarding New School Opening in Skyview Ranch | Kindergarten96Grade 176Grade 270Grade 362Grade 479Grade 577Grade 668 | - Children living in Monterey Park, and living outside the 2.4 kilometer walk zone of the school, are provided with bus service.- We are a fine arts orientated school serving students in the Monterey Park area from Kindergarten to Grade 6.- Our creative approaches to technology and literacy celebrate learning.- In addition to the Alberta Education Curriculum all students participate in drama, music, dance and the visual arts throughout the year.",,K-6,10,4,528,Kelly Christopher,Marilyn Dennis,Lori Cooper
Battalion Park School,51.0235541,-114.1819144,"369 Sienna Park Dr SW Calgary, AB T3H 4S2",403-777-7187,"Regular (K-6) (Grades: ,0,1,2,3,4,5,6,)",",1,",191,",0,1,2,3,4,5,6,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=191,Battalion Park School,BattalionPark@cbe.ab.ca,GRADESK-6WARD6AREA7TOTAL ENROLLMENT (As of Sept. 30)541SCHOOL PRINCIPALTrudi TallericoTRUSTEEPatricia BolgerEDUCATION DIRECTORGarry Tink,PROGRAMSRegular,"May 29, 2020 | Notice Regarding Overflow Designation for Kindergarten to Grade 9 Students Attending Griffith Woods School | Kindergarten53Grade 162Grade 290Grade 377Grade 488Grade 581Grade 690 | - Students at Battalion Park School demonstrate a readiness for school life due to their rich preschool life experiences.- Our students are well supported by and lovingly nurtured by their families who, in turn, volunteer and support our school.- Battalion Park students are highly able learners as reflected in our Provincial Achievement Results.- Three fundamental tenets that guide teaching and learning are: Academic Achievement, Citizenship and Personal Development.",53,62,90,77,88,81,90,0,0,0,0,0,0,541,,"May 29, 2020  Kindergarten53Grade 162Grade 290Grade 377Grade 488Grade 581Grade 690 | - Students at Battalion Park School demonstrate a readiness for school life due to their rich preschool life experiences.- Our students are well supported by and lovingly nurtured by their families who, in turn, volunteer and support our school.- Battalion Park students are highly able learners as reflected in our Provincial Achievement Results.- Three fundamental tenets that guide teaching and learning are: Academic Achievement, Citizenship and Personal Development.",K-6,6,7,541,Trudi Tallerico,Patricia Bolger,Garry Tink
Douglasdale School,50.9350981,-113.9831606,"400 Douglas Park Blvd SE Calgary, AB T2Z 4A3",403-777-6177,"Regular (K-5) (Grades: ,0,1,2,3,4,5,)",",1,",192,",0,1,2,3,4,5,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=192,Douglasdale School,Douglasdale@cbe.ab.ca,GRADESK-5WARD11AREA5TOTAL ENROLLMENT (As of Sept. 30)379SCHOOL PRINCIPALHeather McKayTRUSTEENancy CloseEDUCATION DIRECTORKen Weipert,PROGRAMSRegular,"Apr. 24, 2023 | Notice Regarding Boundary Changes for the Douglasdale & Douglas Glen CommunitiesDec. 1, 2021 | Notice Regarding Grade Configuration Changes at McKenzie Lake, Douglasdale and Mountain Park Schools | Kindergarten52Grade 148Grade 276Grade 362Grade 477Grade 564 | - We believe young children have tremendous capacity to learn- Through our Learning Commons philosophy our school is a place where students demonstrate excellence through multiple representations of their learning- We have a Douglasdale Loves Literacy program- We are a Start Smart Stay Safe - S4 - school- We are a bus receiver school. We have a lunch supervision program that currently serves over 90% of the school population- Our school is within walking distance of Fish Creek Provincial Park- A Step Ahead Child Development Services currently offers a before and after school program",52,48,76,62,77,64,0,0,0,0,0,0,0,379,"Apr. 24, 2023 | Notice Regarding Boundary Changes for the Douglasdale & Douglas Glen CommunitiesDec. 1, 2021 | Notice Regarding Grade Configuration Changes at McKenzie Lake, Douglasdale and Mountain Park Schools | Kindergarten52Grade 148Grade 276Grade 362Grade 477Grade 564 | - We believe young children have tremendous capacity to learn- Through our Learning Commons philosophy our school is a place where students demonstrate excellence through multiple representations of their learning- We have a Douglasdale Loves Literacy program- We are a Start Smart Stay Safe - S4 - school- We are a bus receiver school. We have a lunch supervision program that currently serves over 90% of the school population- Our school is within walking distance of Fish Creek Provincial Park- A Step Ahead Child Development Services currently offers a before and after school program",,K-5,11,5,379,Heather McKay,Nancy Close,Ken Weipert
Scenic Acres School,51.1200993,-114.2157299,"50 Scurfield Way NW Calgary, AB T3L 1T2",403-777-6193,"Regular (K-5) (Grades: ,0,1,2,3,4,5,)",",1,",193,",0,1,2,3,4,5,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=193,Scenic Acres School,ScenicAcres@cbe.ab.ca,GRADESK-5WARD1AREA1TOTAL ENROLLMENT (As of Sept. 30)186SCHOOL PRINCIPALBill GarnerTRUSTEEEDUCATION DIRECTORKevin Howell,PROGRAMSRegular," | Kindergarten30Grade 129Grade 235Grade 335Grade 433Grade 524 | - Beautiful school designed specifically for 5-10 year old children- Multi-aged classrooms. grades 1/2 and 3/4- Warm, nurturing community of learners- All students in the school receive music instruction from our music specialist- The school provides daily physical education- Technology is infused in learning- Our learning commons continues to expand its resources to further enhance student learning",30,29,35,35,33,24,0,0,0,0,0,0,0,186,,"- Beautiful school designed specifically for 5-10 year old children- Multi-aged classrooms. grades 1/2 and 3/4- Warm, nurturing community of learners- All students in the school receive music instruction from our music specialist- The school provides daily physical education- Technology is infused in learning- Our learning commons continues to expand its resources to further enhance student learning",K-5,1,1,186,Bill Garner,,Kevin Howell
Coventry Hills School,51.1655592,-114.0514003,"12350 Coventry Hills Way NE Calgary, AB T3K 5S9",403-777-6025,"Regular (K-5) (Grades: ,0,1,2,3,4,5,)",",1,",194,",0,1,2,3,4,5,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=194,Coventry Hills School,CoventryHills@cbe.ab.ca,GRADESK-5WARD3AREA3TOTAL ENROLLMENT (As of Sept. 30)617SCHOOL PRINCIPALBenita DaltonTRUSTEELaura HackEDUCATION DIRECTORMelody Pelling,PROGRAMSRegular,"Oct. 28, 2022 | Notice Regarding Designation for Students Residing in the Carrington and Coventry Hills | Kindergarten81Grade 1113Grade 2117Grade 3106Grade 4101Grade 599 | Our Priority: To provide a learning environment that will enable young learners to meet academic success given their personal potential.Our Vision: Together we will be thoughtful, caring and knowing participants in the world.Our Beliefs- We believe the awareness of how you think - metacognition - is essential to learning.- We believe we learn from and represent our understandings in diverse ways.- We believe in respecting and welcoming the diversity among people.- We believe in honoring the wonder and excitement in learning.- We believe in fostering the interelationship between the social and academic learning communities.- We believe in lifelong learning.",81,113,117,106,101,99,0,0,0,0,0,0,0,617,"Oct. 28, 2022 | Notice Regarding Designation for Students Residing in the Carrington and Coventry Hills | Kindergarten81Grade 1113Grade 2117Grade 3106Grade 4101Grade 599 | Our Priority: To provide a learning environment that will enable young learners to meet academic success given their personal potential.Our Vision: Together we will be thoughtful, caring and knowing participants in the world.Our Beliefs- We believe the awareness of how you think - metacognition - is essential to learning.- We believe we learn from and represent our understandings in diverse ways.- We believe in respecting and welcoming the diversity among people.- We believe in honoring the wonder and excitement in learning.- We believe in fostering the interelationship between the social and academic learning communities.- We believe in lifelong learning.",,K-5,3,3,617,Benita Dalton,Laura Hack,Melody Pelling
Colonel Sanders School,51.099943,-114.0754062,"226 Northmount Dr NW Calgary, AB T2K 3G5",403-777-6034,"Traditional Learning Centre (TLC) (1-4) (Grades: ,1,2,3,4,)",",6,",195,",1,2,3,4,",https://cbe.ab.ca/schools/school-directory/_layouts/15/cbe.service.spm/viewprofile.aspx?id=195,Colonel Sanders School,Colonelsanders@cbe.ab.ca,GRADES1-4WARD4AREA2TOTAL ENROLLMENT (As of Sept. 30)367SCHOOL PRINCIPALAlexandra Caso-GustafsonTRUSTEELaura HackEDUCATION DIRECTORTori Healing,PROGRAMSTraditional Learning Centre (TLC),"Nov. 4, 2022 | Colonel Sanders SSAP Letter 2022-25 High EnrolmentLearn more about the lottery process for schools at capacity. | Grade 187Grade 292Grade 389Grade 499 | Our SchoolThe Traditional Learning Centre is an alternative program within the CBE, committed to providing an excellent academic program and character education to students.  The program at Colonel Sanders is Grades  1 to 4.  Students in Kindergarten attend Thorncliffe School.School MissionThe Traditional Learning Centre uses teacher-directed instruction and character education to foster reflective thinking, continuous learning and responsible citizenship. It is a celebration of cultural diversity and commonly held values. The virtues-oriented school environment prepares students to meet the moral, technological and global challenges of the 21st century.School MottoTo think, to value, to know is our motto.To Think – reflectively, critically, creativelyTo Value – ourselves, others, the environment, our educationTo Know – We value knowledge; we are all lifelong learnersThe crest shows the Rocky Mountains which represent Alberta.The eagle is our mascot and it symbolizes strength, courage and farsightedness.The book represents learning and knowledge.The lotus flower grows in any kind of soil, in many adverse conditions and thus represents perseverance to succeed.",0,87,92,89,99,0,0,0,0,0,0,0,0,367,"Nov. 4, 2022 | Colonel Sanders SSAP Letter 2022-25 High EnrolmentLearn more about the lottery process for schools at capacity. | Grade 187Grade 292Grade 389Grade 499 | Our SchoolThe Traditional Learning Centre is an alternative program within the CBE, committed to providing an excellent academic program and character education to students.  The program at Colonel Sanders is Grades  1 to 4.  Students in Kindergarten attend Thorncliffe School.School MissionThe Traditional Learning Centre uses teacher-directed instruction and character education to foster reflective thinking, continuous learning and responsible citizenship. It is a celebration of cultural diversity and commonly held values. The virtues-oriented school environment prepares students to meet the moral, technological and global challenges of the 21st century.School MottoTo think, to value, to know is our motto.To Think – reflectively, critically, creativelyTo Value – ourselves, others, the environment, our educationTo Know – We value knowledge; we are all lifelong learnersThe crest shows the Rocky Mountains which represent Alberta.The eagle is our mascot and it symbolizes strength, courage and farsightedness.The book represents learning and knowledge.The lotus flower grows in any kind of soil, in many adverse conditions and thus represents perseverance to succeed.",,1-4,4,2,367,Alexandra Caso-Gustafson,Laura Hack,Tori Healing
